X_UTM_m,Y_UTM_m,Top_Reservoir_TVDSS_m,Gross_Thickness_m,Porosity_frac,Permeability_mD,Distance_to_Fault_m,SweetSpot_Index
500972.1,777824.2,2745.4,47.9,0.119,20.2,4765.5,0.052
500972.1,778174.2,2734.2,36.5,0.148,17.9,4763.5,0.056
500972.1,778524.2,2723.1,51.6,0.133,38.5,4761.5,0.06
500972.1,778874.2,2712.2,51.3,0.122,16.5,4759.5,0.061
500972.1,779224.2,2701.3,50.8,0.12,26.0,4757.5,0.061
500972.1,779574.2,2690.7,53.0,0.137,19.3,4755.5,0.06
500972.1,779924.2,2680.2,63.4,0.111,16.4,4753.5,0.057
500972.1,780274.2,2669.9,57.2,0.121,23.9,4751.5,0.054
500972.1,780624.2,2659.8,52.9,0.115,26.0,4749.5,0.05
500972.1,780974.2,2650.0,51.4,0.114,15.5,4747.5,0.048
500972.1,781324.2,2640.5,48.5,0.129,18.1,4745.5,0.047
500972.1,781674.2,2631.2,41.9,0.125,15.1,4743.5,0.047
500972.1,782024.2,2622.2,45.7,0.133,23.8,4741.5,0.05
500972.1,782374.2,2613.5,48.7,0.127,27.0,4739.5,0.055
500972.1,782724.2,2605.2,32.3,0.128,21.4,4737.5,0.062
500972.1,783074.2,2597.1,57.7,0.114,24.7,4735.5,0.071
500972.1,783424.2,2589.4,47.5,0.117,15.1,4733.5,0.082
500972.1,783774.2,2582.1,60.8,0.115,37.4,4731.5,0.095
500972.1,784124.2,2575.1,55.6,0.136,26.3,4729.5,0.109
500972.1,784474.2,2568.4,55.6,0.131,34.9,4727.5,0.124
500972.1,784824.2,2562.1,60.2,0.132,49.8,4725.5,0.14
500972.1,785174.2,2556.2,55.0,0.138,33.2,4723.5,0.155
500972.1,785524.2,2550.6,45.3,0.164,39.7,4721.5,0.17
500972.1,785874.2,2545.4,50.9,0.151,75.4,4719.5,0.183
500972.1,786224.2,2540.6,52.8,0.134,19.9,4717.5,0.195
500972.1,786574.2,2536.1,66.4,0.126,51.4,4715.5,0.205
500972.1,786924.2,2532.0,56.3,0.146,46.2,4713.5,0.212
500972.1,787274.2,2528.1,63.9,0.148,77.2,4711.5,0.216
500972.1,787624.2,2524.7,68.9,0.151,39.7,4709.5,0.218
500972.1,787974.2,2521.5,53.3,0.142,45.2,4707.5,0.216
500972.1,788324.2,2518.6,57.0,0.149,57.3,4705.5,0.211
500972.1,788674.2,2516.1,64.2,0.151,43.1,4703.5,0.204
500972.1,789024.2,2513.8,60.1,0.156,61.5,4701.5,0.194
500972.1,789374.2,2511.8,71.5,0.133,55.0,4699.5,0.182
500972.1,789724.2,2510.0,50.7,0.147,43.1,4697.5,0.168
500972.1,790074.2,2508.4,59.3,0.148,45.2,4695.5,0.153
500972.1,790424.2,2507.0,62.4,0.145,30.1,4693.5,0.137
500972.1,790774.2,2505.8,62.7,0.12,19.6,4691.5,0.122
500972.1,791124.2,2504.8,50.2,0.12,37.3,4689.5,0.106
500972.1,791474.2,2503.9,51.4,0.123,29.5,4687.5,0.091
500972.1,791824.2,2503.2,59.4,0.133,34.0,4608.3,0.078
500972.1,792174.2,2502.5,58.2,0.135,17.3,4481.0,0.065
500972.1,792524.2,2501.9,58.0,0.133,11.7,4378.1,0.054
501322.1,772924.2,2897.2,53.0,0.134,7.1,4300.2,0.0
501322.1,773274.2,2887.2,48.0,0.103,8.1,4397.1,0.001
501322.1,773624.2,2877.0,44.2,0.126,9.0,4494.1,0.001
501322.1,773974.2,2866.6,52.0,0.117,8.7,4591.1,0.002
501322.1,774324.2,2856.0,39.6,0.113,10.1,4688.1,0.003
501322.1,774674.2,2845.2,48.8,0.115,11.7,4785.0,0.005
501322.1,775024.2,2834.3,49.8,0.127,12.1,4882.0,0.007
501322.1,775374.2,2823.2,55.4,0.128,8.9,4979.0,0.011
501322.1,775724.2,2812.1,48.6,0.126,11.6,5076.0,0.015
501322.1,776074.2,2800.9,47.4,0.135,14.0,5125.5,0.02
501322.1,776424.2,2789.6,45.0,0.12,10.6,5123.5,0.027
501322.1,776774.2,2778.3,51.5,0.127,10.1,5121.5,0.034
501322.1,777124.2,2767.0,56.7,0.129,16.0,5119.5,0.042
501322.1,777474.2,2755.7,69.0,0.126,17.7,5117.5,0.049
501322.1,777824.2,2744.4,53.6,0.139,16.0,5115.5,0.056
501322.1,778174.2,2733.3,64.6,0.108,17.8,5113.5,0.062
501322.1,778524.2,2722.2,46.9,0.133,26.4,5111.5,0.067
501322.1,778874.2,2711.2,53.1,0.12,22.9,5109.5,0.069
501322.1,779224.2,2700.4,45.6,0.131,31.9,5107.5,0.07
501322.1,779574.2,2689.7,43.9,0.135,25.3,5105.5,0.069
501322.1,779924.2,2679.3,59.7,0.146,22.4,5103.5,0.066
501322.1,780274.2,2669.0,56.3,0.131,23.3,5101.5,0.063
501322.1,780624.2,2658.9,56.3,0.105,30.1,5099.5,0.06
501322.1,780974.2,2649.1,42.6,0.133,39.6,5097.5,0.057
501322.1,781324.2,2639.6,46.3,0.124,17.1,5095.5,0.055
501322.1,781674.2,2630.3,51.3,0.132,12.2,5093.5,0.055
501322.1,782024.2,2621.3,59.7,0.121,16.8,5091.5,0.058
501322.1,782374.2,2612.6,44.8,0.142,21.5,5089.5,0.063
501322.1,782724.2,2604.2,49.1,0.135,26.5,5087.5,0.071
501322.1,783074.2,2596.2,52.4,0.133,19.9,5085.5,0.081
501322.1,783424.2,2588.5,57.0,0.131,20.9,5083.5,0.093
501322.1,783774.2,2581.1,62.1,0.137,34.2,5081.5,0.107
501322.1,784124.2,2574.1,55.3,0.143,31.8,5079.5,0.123
501322.1,784474.2,2567.5,53.6,0.13,26.4,5077.5,0.14
501322.1,784824.2,2561.2,56.1,0.132,28.9,5075.5,0.157
501322.1,785174.2,2555.3,66.6,0.131,47.1,5073.5,0.174
501322.1,785524.2,2549.7,67.7,0.148,39.5,5071.5,0.19
501322.1,785874.2,2544.5,49.4,0.159,29.9,5069.5,0.206
501322.1,786224.2,2539.7,61.1,0.157,34.1,5067.5,0.219
501322.1,786574.2,2535.2,60.9,0.159,46.0,5065.5,0.23
501322.1,786924.2,2531.0,66.5,0.146,41.5,5063.5,0.238
501322.1,787274.2,2527.2,53.4,0.157,43.5,5061.5,0.243
501322.1,787624.2,2523.8,69.8,0.162,50.9,5059.5,0.244
501322.1,787974.2,2520.6,65.1,0.153,43.1,5057.5,0.242
501322.1,788324.2,2517.7,59.4,0.166,63.8,5055.5,0.237
501322.1,788674.2,2515.2,52.8,0.142,51.1,5053.5,0.228
501322.1,789024.2,2512.9,66.1,0.158,68.7,5051.5,0.217
501322.1,789374.2,2510.8,69.8,0.162,76.1,5049.5,0.203
501322.1,789724.2,2509.0,62.8,0.143,48.3,5047.5,0.188
501322.1,790074.2,2507.5,48.6,0.141,44.6,5045.5,0.171
501322.1,790424.2,2506.1,65.7,0.136,59.1,5043.5,0.154
501322.1,790774.2,2504.9,48.0,0.145,22.5,5041.5,0.136
501322.1,791124.2,2503.9,54.2,0.128,23.8,5039.5,0.119
501322.1,791474.2,2503.0,52.0,0.141,26.7,5037.5,0.103
501322.1,791824.2,2502.3,56.3,0.117,37.2,4931.5,0.087
501322.1,792174.2,2501.6,60.2,0.134,13.6,4812.8,0.073
501322.1,792524.2,2501.0,44.2,0.136,22.9,4717.1,0.06
501322.1,792874.2,2500.4,49.5,0.109,15.0,4645.9,0.049
501672.1,772924.2,2896.4,50.2,0.118,5.5,3963.9,0.0
501672.1,773274.2,2886.4,49.7,0.107,3.9,4060.8,0.001
501672.1,773624.2,2876.2,48.4,0.108,7.9,4157.8,0.001
501672.1,773974.2,2865.8,48.6,0.093,6.1,4254.8,0.002
501672.1,774324.2,2855.2,49.3,0.123,6.8,4351.8,0.003
501672.1,774674.2,2844.4,44.5,0.113,8.8,4448.7,0.005
501672.1,775024.2,2833.5,58.1,0.119,5.3,4545.7,0.007
501672.1,775374.2,2822.5,46.4,0.119,6.8,4642.7,0.011
501672.1,775724.2,2811.3,43.6,0.113,9.7,4739.7,0.015
501672.1,776074.2,2800.1,46.2,0.122,8.6,4836.7,0.021
501672.1,776424.2,2788.8,45.5,0.137,11.5,4933.6,0.028
501672.1,776774.2,2777.5,50.9,0.11,7.8,5030.6,0.035
501672.1,777124.2,2766.2,47.6,0.128,16.5,5127.6,0.044
501672.1,777474.2,2754.9,49.7,0.109,24.2,5224.6,0.052
501672.1,777824.2,2743.7,60.0,0.14,16.1,5321.5,0.061
501672.1,778174.2,2732.5,55.9,0.138,22.7,5418.5,0.068
501672.1,778524.2,2721.4,59.2,0.138,21.5,5461.5,0.074
501672.1,778874.2,2710.5,46.3,0.139,23.0,5459.5,0.078
501672.1,779224.2,2699.6,47.0,0.114,22.5,5457.5,0.079
501672.1,779574.2,2689.0,58.8,0.128,17.0,5455.5,0.079
501672.1,779924.2,2678.5,45.8,0.116,25.6,5453.5,0.077
501672.1,780274.2,2668.2,37.6,0.135,17.3,5451.5,0.073
501672.1,780624.2,2658.2,53.7,0.126,12.9,5449.5,0.07
501672.1,780974.2,2648.4,70.2,0.133,26.9,5447.5,0.067
501672.1,781324.2,2638.8,48.3,0.125,17.9,5445.5,0.064
501672.1,781674.2,2629.5,53.2,0.142,28.9,5443.5,0.064
501672.1,782024.2,2620.5,51.5,0.124,23.4,5441.5,0.067
501672.1,782374.2,2611.8,61.2,0.139,19.5,5439.5,0.072
501672.1,782724.2,2603.5,58.3,0.125,19.8,5437.5,0.08
501672.1,783074.2,2595.4,43.8,0.14,28.0,5435.5,0.09
501672.1,783424.2,2587.7,47.2,0.122,19.8,5433.5,0.104
501672.1,783774.2,2580.4,53.2,0.124,19.9,5431.5,0.119
501672.1,784124.2,2573.4,50.1,0.134,48.1,5429.5,0.136
501672.1,784474.2,2566.7,66.8,0.145,21.0,5427.5,0.154
501672.1,784824.2,2560.4,59.2,0.127,38.3,5425.5,0.173
501672.1,785174.2,2554.5,57.6,0.15,64.2,5423.5,0.192
501672.1,785524.2,2549.0,51.2,0.135,66.6,5421.5,0.21
501672.1,785874.2,2543.8,63.2,0.135,64.1,5419.5,0.227
501672.1,786224.2,2538.9,58.4,0.122,40.1,5417.5,0.241
501672.1,786574.2,2534.4,63.9,0.153,51.7,5415.5,0.253
501672.1,786924.2,2530.3,56.5,0.145,60.7,5413.5,0.262
501672.1,787274.2,2526.5,57.8,0.151,67.3,5411.5,0.268
501672.1,787624.2,2523.0,60.6,0.16,70.7,5409.5,0.269
501672.1,787974.2,2519.8,63.8,0.14,65.5,5407.5,0.267
501672.1,788324.2,2517.0,57.3,0.142,67.8,5405.5,0.261
501672.1,788674.2,2514.4,55.5,0.136,87.7,5403.5,0.252
501672.1,789024.2,2512.1,62.6,0.14,47.0,5401.5,0.239
501672.1,789374.2,2510.1,53.4,0.157,46.3,5399.5,0.224
501672.1,789724.2,2508.3,64.5,0.125,65.8,5397.5,0.207
501672.1,790074.2,2506.7,55.3,0.145,58.6,5395.5,0.189
501672.1,790424.2,2505.3,45.8,0.139,31.5,5393.5,0.17
501672.1,790774.2,2504.2,49.9,0.137,46.3,5391.5,0.15
501672.1,791124.2,2503.1,54.0,0.109,30.6,5389.5,0.131
501672.1,791474.2,2502.3,62.2,0.129,24.1,5387.5,0.113
501672.1,791824.2,2501.5,63.0,0.134,22.7,5258.2,0.096
501672.1,792174.2,2500.8,46.5,0.148,19.0,5147.0,0.08
501672.1,792524.2,2500.2,40.3,0.134,16.2,5057.7,0.066
501672.1,792874.2,2499.6,59.2,0.124,18.0,4991.3,0.054
501672.1,793224.2,2499.1,46.2,0.118,15.9,4948.9,0.043
502022.1,772924.2,2895.8,44.2,0.116,6.5,3627.6,0.0
502022.1,773274.2,2885.8,46.5,0.115,6.7,3724.5,0.001
502022.1,773624.2,2875.6,43.4,0.125,8.9,3821.5,0.001
502022.1,773974.2,2865.2,60.1,0.111,8.5,3918.5,0.002
502022.1,774324.2,2854.6,51.4,0.107,8.4,4015.5,0.003
502022.1,774674.2,2843.8,43.7,0.11,7.9,4112.4,0.005
502022.1,775024.2,2832.9,40.1,0.116,11.7,4209.4,0.007
502022.1,775374.2,2821.8,50.9,0.104,14.2,4306.4,0.01
502022.1,775724.2,2810.7,51.9,0.11,11.2,4403.4,0.015
502022.1,776074.2,2799.5,53.0,0.11,12.0,4500.4,0.021
502022.1,776424.2,2788.2,57.5,0.115,12.0,4597.3,0.028
502022.1,776774.2,2776.9,52.1,0.134,18.5,4694.3,0.036
502022.1,777124.2,2765.6,45.0,0.114,20.4,4791.3,0.046
502022.1,777474.2,2754.3,50.7,0.126,15.2,4888.3,0.056
502022.1,777824.2,2743.1,55.1,0.119,27.4,4985.2,0.065
502022.1,778174.2,2731.9,53.4,0.123,16.7,5082.2,0.074
502022.1,778524.2,2720.8,51.3,0.104,27.3,5179.2,0.081
502022.1,778874.2,2709.8,43.1,0.135,26.8,5276.2,0.086
502022.1,779224.2,2699.0,48.6,0.132,32.0,5373.2,0.089
502022.1,779574.2,2688.4,54.2,0.132,18.8,5470.1,0.09
502022.1,779924.2,2677.9,63.1,0.137,26.2,5567.1,0.088
502022.1,780274.2,2667.6,40.9,0.138,18.4,5664.1,0.085
502022.1,780624.2,2657.5,57.2,0.113,22.4,5761.1,0.081
502022.1,780974.2,2647.7,58.7,0.11,23.1,5797.5,0.077
502022.1,781324.2,2638.2,48.9,0.131,17.9,5795.5,0.075
502022.1,781674.2,2628.9,54.6,0.138,24.6,5793.5,0.074
502022.1,782024.2,2619.9,49.0,0.118,18.9,5791.5,0.076
502022.1,782374.2,2611.2,57.4,0.143,23.1,5789.5,0.081
502022.1,782724.2,2602.9,58.1,0.127,25.3,5787.5,0.089
502022.1,783074.2,2594.8,50.5,0.121,27.6,5785.5,0.1
502022.1,783424.2,2587.1,59.0,0.111,28.9,5783.5,0.114
502022.1,783774.2,2579.8,56.2,0.125,43.5,5781.5,0.13
502022.1,784124.2,2572.8,55.3,0.11,27.8,5779.5,0.148
502022.1,784474.2,2566.1,47.3,0.154,47.1,5777.5,0.168
502022.1,784824.2,2559.8,67.6,0.133,36.7,5775.5,0.188
502022.1,785174.2,2553.9,53.3,0.143,36.5,5773.5,0.209
502022.1,785524.2,2548.3,70.6,0.154,43.8,5771.5,0.228
502022.1,785874.2,2543.1,53.4,0.145,61.4,5769.5,0.246
502022.1,786224.2,2538.3,61.3,0.154,46.3,5767.5,0.262
502022.1,786574.2,2533.8,70.3,0.154,65.6,5765.5,0.275
502022.1,786924.2,2529.7,59.0,0.146,54.9,5763.5,0.285
502022.1,787274.2,2525.8,69.7,0.155,71.3,5761.5,0.291
502022.1,787624.2,2522.4,65.8,0.15,77.9,5759.5,0.292
502022.1,787974.2,2519.2,64.0,0.177,70.7,5757.5,0.29
502022.1,788324.2,2516.3,60.7,0.167,69.3,5755.5,0.284
502022.1,788674.2,2513.8,59.1,0.151,83.1,5753.5,0.274
502022.1,789024.2,2511.5,57.4,0.144,62.5,5751.5,0.26
502022.1,789374.2,2509.4,68.1,0.145,46.2,5749.5,0.244
502022.1,789724.2,2507.7,47.8,0.151,96.4,5747.5,0.225
502022.1,790074.2,2506.1,60.6,0.152,51.8,5745.5,0.205
502022.1,790424.2,2504.7,53.7,0.149,68.6,5743.5,0.184
502022.1,790774.2,2503.5,58.9,0.152,36.8,5741.5,0.163
502022.1,791124.2,2502.5,55.2,0.145,51.5,5739.5,0.143
502022.1,791474.2,2501.6,61.6,0.144,27.2,5711.8,0.123
502022.1,791824.2,2500.9,53.8,0.135,23.4,5587.7,0.104
502022.1,792174.2,2500.2,52.8,0.142,29.7,5483.2,0.087
502022.1,792524.2,2499.6,50.2,0.12,29.4,5399.4,0.072
502022.1,792874.2,2499.0,55.1,0.111,27.9,5337.3,0.059
502022.1,793224.2,2498.5,56.9,0.141,16.8,5297.6,0.047
502372.1,772924.2,2895.3,46.4,0.12,4.7,3291.3,0.0
502372.1,773274.2,2885.3,35.5,0.086,5.9,3388.2,0.001
502372.1,773624.2,2875.1,42.1,0.115,8.7,3485.2,0.001
502372.1,773974.2,2864.7,46.3,0.112,8.3,3582.2,0.002
502372.1,774324.2,2854.1,46.2,0.11,8.2,3679.2,0.003
502372.1,774674.2,2843.3,48.0,0.136,10.0,3776.1,0.004
502372.1,775024.2,2832.4,53.6,0.104,10.2,3873.1,0.007
502372.1,775374.2,2821.4,49.5,0.11,8.3,3970.1,0.01
502372.1,775724.2,2810.2,44.6,0.12,8.3,4067.1,0.015
502372.1,776074.2,2799.0,50.8,0.095,13.4,4164.1,0.021
502372.1,776424.2,2787.7,48.9,0.113,19.2,4261.0,0.028
502372.1,776774.2,2776.4,48.3,0.106,16.8,4358.0,0.037
502372.1,777124.2,2765.1,53.1,0.117,22.7,4455.0,0.047
502372.1,777474.2,2753.8,64.2,0.136,22.9,4552.0,0.058
502372.1,777824.2,2742.6,53.3,0.133,26.3,4648.9,0.069
502372.1,778174.2,2731.4,50.7,0.117,20.3,4745.9,0.079
502372.1,778524.2,2720.3,62.4,0.141,31.2,4842.9,0.088
502372.1,778874.2,2709.4,60.1,0.134,27.1,4939.9,0.095
502372.1,779224.2,2698.5,54.6,0.115,21.4,5036.9,0.099
502372.1,779574.2,2687.9,52.3,0.127,33.9,5133.8,0.101
502372.1,779924.2,2677.4,55.2,0.128,19.5,5230.8,0.1
502372.1,780274.2,2667.1,51.8,0.136,22.9,5327.8,0.097
502372.1,780624.2,2657.1,43.8,0.136,39.7,5424.8,0.093
502372.1,780974.2,2647.3,51.8,0.132,23.2,5521.7,0.089
502372.1,781324.2,2637.7,54.4,0.142,31.8,5618.7,0.086
502372.1,781674.2,2628.4,48.2,0.127,23.1,5715.7,0.085
502372.1,782024.2,2619.4,47.3,0.116,24.5,5812.7,0.086
502372.1,782374.2,2610.7,57.4,0.135,40.2,5909.6,0.09
502372.1,782724.2,2602.4,59.1,0.129,25.4,6006.6,0.098
502372.1,783074.2,2594.3,46.0,0.125,32.4,6103.6,0.109
502372.1,783424.2,2586.6,43.8,0.107,32.5,6133.5,0.123
502372.1,783774.2,2579.3,51.7,0.12,34.1,6131.5,0.14
502372.1,784124.2,2572.3,56.3,0.122,35.9,6129.5,0.159
502372.1,784474.2,2565.6,51.1,0.126,42.9,6127.5,0.18
502372.1,784824.2,2559.3,62.6,0.147,32.8,6125.5,0.202
502372.1,785174.2,2553.4,53.9,0.135,48.5,6123.5,0.223
502372.1,785524.2,2547.9,64.8,0.131,58.6,6121.5,0.244
502372.1,785874.2,2542.7,68.8,0.142,39.6,6119.5,0.264
502372.1,786224.2,2537.8,58.7,0.165,83.5,6117.5,0.28
502372.1,786574.2,2533.3,76.1,0.141,69.9,6115.5,0.294
502372.1,786924.2,2529.2,62.2,0.155,62.7,6113.5,0.305
502372.1,787274.2,2525.4,65.2,0.141,77.5,6111.5,0.311
502372.1,787624.2,2521.9,65.2,0.155,107.1,6109.5,0.313
502372.1,787974.2,2518.7,61.8,0.178,85.0,6107.5,0.31
502372.1,788324.2,2515.9,64.9,0.146,90.5,6105.5,0.303
502372.1,788674.2,2513.3,70.3,0.164,66.4,6103.5,0.293
502372.1,789024.2,2511.0,70.4,0.154,66.1,6101.5,0.278
502372.1,789374.2,2509.0,60.4,0.17,45.0,6099.5,0.261
502372.1,789724.2,2507.2,70.1,0.152,41.8,6097.5,0.241
502372.1,790074.2,2505.6,53.1,0.15,45.1,6095.5,0.22
502372.1,790424.2,2504.2,53.1,0.147,44.8,6093.5,0.197
502372.1,790774.2,2503.1,60.9,0.148,44.9,6091.5,0.175
502372.1,791124.2,2502.0,64.0,0.138,42.7,6089.5,0.153
502372.1,791474.2,2501.2,63.9,0.132,31.3,6036.8,0.131
502372.1,791824.2,2500.4,60.4,0.144,24.2,5919.6,0.112
502372.1,792174.2,2499.7,57.9,0.127,21.7,5821.0,0.093
502372.1,792524.2,2499.1,53.3,0.14,17.9,5742.2,0.077
502372.1,792874.2,2498.5,52.0,0.134,20.4,5683.8,0.063
502372.1,793224.2,2498.0,49.9,0.126,24.1,5646.6,0.05
502372.1,793574.2,2497.5,52.3,0.144,9.0,5630.9,0.04
502722.1,772924.2,2895.0,54.0,0.124,8.7,2955.0,0.0
502722.1,773274.2,2885.0,38.1,0.131,8.1,3051.9,0.0
502722.1,773624.2,2874.8,45.6,0.121,7.2,3148.9,0.001
502722.1,773974.2,2864.4,49.1,0.117,9.2,3245.9,0.001
502722.1,774324.2,2853.7,58.2,0.112,8.2,3342.9,0.002
502722.1,774674.2,2843.0,40.8,0.124,6.3,3439.9,0.004
502722.1,775024.2,2832.1,56.0,0.112,8.0,3536.8,0.006
502722.1,775374.2,2821.0,46.8,0.115,9.6,3633.8,0.01
502722.1,775724.2,2809.9,42.0,0.13,8.6,3730.8,0.015
502722.1,776074.2,2798.6,59.1,0.114,18.7,3827.8,0.021
502722.1,776424.2,2787.4,53.8,0.121,16.8,3924.7,0.029
502722.1,776774.2,2776.1,49.3,0.117,10.4,4021.7,0.038
502722.1,777124.2,2764.8,53.0,0.107,13.0,4118.7,0.049
502722.1,777474.2,2753.5,55.1,0.116,21.6,4215.7,0.061
502722.1,777824.2,2742.2,58.3,0.132,17.4,4312.6,0.073
502722.1,778174.2,2731.1,54.8,0.115,34.6,4409.6,0.085
502722.1,778524.2,2720.0,52.4,0.13,24.8,4506.6,0.095
502722.1,778874.2,2709.0,53.7,0.12,26.5,4603.6,0.104
502722.1,779224.2,2698.2,55.8,0.142,40.8,4700.6,0.11
502722.1,779574.2,2687.5,54.2,0.153,33.0,4797.5,0.113
502722.1,779924.2,2677.1,44.2,0.122,30.8,4894.5,0.113
502722.1,780274.2,2666.8,54.3,0.131,29.3,4991.5,0.111
502722.1,780624.2,2656.7,51.5,0.138,26.7,5088.5,0.107
502722.1,780974.2,2646.9,60.4,0.124,27.2,5185.4,0.102
502722.1,781324.2,2637.4,54.0,0.14,22.2,5282.4,0.098
502722.1,781674.2,2628.1,47.2,0.139,34.7,5379.4,0.096
502722.1,782024.2,2619.1,53.6,0.138,20.9,5476.4,0.096
502722.1,782374.2,2610.4,61.7,0.132,18.8,5573.4,0.1
502722.1,782724.2,2602.0,52.9,0.145,20.7,5670.3,0.107
502722.1,783074.2,2594.0,52.3,0.13,37.0,5767.3,0.117
502722.1,783424.2,2586.3,68.1,0.141,36.3,5864.3,0.132
502722.1,783774.2,2578.9,68.8,0.147,24.2,5961.3,0.149
502722.1,784124.2,2571.9,56.8,0.143,61.5,6058.2,0.169
502722.1,784474.2,2565.3,56.2,0.137,57.5,6155.2,0.19
502722.1,784824.2,2559.0,58.2,0.159,55.8,6252.2,0.213
502722.1,785174.2,2553.1,58.2,0.142,54.5,6349.2,0.235
502722.1,785524.2,2547.5,56.0,0.167,56.1,6446.1,0.257
502722.1,785874.2,2542.3,62.5,0.173,46.2,6469.4,0.278
502722.1,786224.2,2537.5,61.9,0.154,71.1,6467.4,0.295
502722.1,786574.2,2533.0,60.7,0.141,81.4,6465.4,0.31
502722.1,786924.2,2528.8,69.7,0.163,68.2,6463.4,0.321
502722.1,787274.2,2525.0,61.4,0.154,47.2,6461.4,0.327
502722.1,787624.2,2521.5,69.4,0.161,69.2,6459.4,0.329
502722.1,787974.2,2518.4,60.9,0.161,110.3,6457.4,0.327
502722.1,788324.2,2515.5,62.8,0.164,74.5,6455.4,0.319
502722.1,788674.2,2513.0,69.5,0.157,67.1,6453.4,0.308
502722.1,789024.2,2510.7,50.1,0.164,58.4,6451.4,0.293
502722.1,789374.2,2508.6,71.7,0.182,64.4,6449.4,0.275
502722.1,789724.2,2506.8,65.3,0.156,44.0,6447.4,0.254
502722.1,790074.2,2505.3,65.5,0.156,53.2,6445.4,0.231
502722.1,790424.2,2503.9,52.7,0.141,39.9,6443.4,0.208
502722.1,790774.2,2502.7,45.2,0.14,66.4,6441.4,0.184
502722.1,791124.2,2501.7,54.1,0.142,44.6,6439.4,0.161
502722.1,791474.2,2500.8,55.1,0.124,23.0,6364.5,0.138
502722.1,791824.2,2500.0,52.4,0.145,36.3,6253.4,0.117
502722.1,792174.2,2499.4,53.6,0.134,26.4,6160.2,0.098
502722.1,792524.2,2498.8,45.9,0.128,20.9,6085.7,0.081
502722.1,792874.2,2498.2,49.5,0.113,18.8,6030.7,0.066
502722.1,793224.2,2497.7,46.8,0.137,21.4,5995.6,0.053
502722.1,793574.2,2497.1,53.3,0.135,16.8,5980.8,0.042
503072.1,772924.2,2894.7,52.1,0.126,7.0,2618.7,0.0
503072.1,773274.2,2884.8,50.3,0.119,7.6,2715.6,0.0
503072.1,773624.2,2874.6,38.7,0.118,14.2,2812.6,0.001
503072.1,773974.2,2864.1,49.9,0.099,6.5,2909.6,0.001
503072.1,774324.2,2853.5,43.7,0.139,8.0,3006.6,0.002
503072.1,774674.2,2842.8,51.4,0.094,7.3,3103.6,0.004
503072.1,775024.2,2831.8,56.0,0.104,12.2,3200.5,0.006
503072.1,775374.2,2820.8,52.2,0.125,13.5,3297.5,0.009
503072.1,775724.2,2809.7,34.1,0.127,7.8,3394.5,0.014
503072.1,776074.2,2798.4,52.1,0.121,9.5,3491.5,0.02
503072.1,776424.2,2787.2,46.4,0.116,15.7,3588.4,0.028
503072.1,776774.2,2775.9,47.6,0.124,10.3,3685.4,0.038
503072.1,777124.2,2764.6,52.9,0.117,27.5,3782.4,0.05
503072.1,777474.2,2753.3,58.4,0.116,22.4,3879.4,0.063
503072.1,777824.2,2742.0,48.4,0.149,26.2,3976.4,0.076
503072.1,778174.2,2730.9,39.2,0.151,24.3,4073.3,0.09
503072.1,778524.2,2719.8,54.4,0.132,26.1,4170.3,0.102
503072.1,778874.2,2708.8,45.4,0.154,27.0,4267.3,0.113
503072.1,779224.2,2698.0,54.2,0.127,29.3,4364.3,0.121
503072.1,779574.2,2687.3,63.4,0.129,32.7,4461.2,0.125
503072.1,779924.2,2676.8,50.7,0.118,23.9,4558.2,0.126
503072.1,780274.2,2666.6,58.0,0.147,32.2,4655.2,0.125
503072.1,780624.2,2656.5,59.6,0.144,39.9,4752.2,0.121
503072.1,780974.2,2646.7,47.1,0.144,25.1,4849.1,0.116
503072.1,781324.2,2637.1,54.4,0.152,20.4,4946.1,0.111
503072.1,781674.2,2627.9,64.2,0.13,24.3,5043.1,0.108
503072.1,782024.2,2618.9,52.8,0.117,33.5,5140.1,0.107
503072.1,782374.2,2610.2,59.4,0.123,20.6,5237.1,0.109
503072.1,782724.2,2601.8,46.2,0.141,33.1,5334.0,0.115
503072.1,783074.2,2593.8,50.7,0.121,41.6,5431.0,0.125
503072.1,783424.2,2586.1,44.8,0.155,29.1,5528.0,0.139
503072.1,783774.2,2578.7,52.7,0.131,52.3,5625.0,0.156
503072.1,784124.2,2571.7,55.8,0.141,35.0,5721.9,0.176
503072.1,784474.2,2565.1,59.6,0.152,58.3,5818.9,0.198
503072.1,784824.2,2558.8,53.5,0.14,59.7,5915.9,0.221
503072.1,785174.2,2552.9,54.3,0.158,42.9,6012.9,0.244
503072.1,785524.2,2547.3,60.9,0.143,63.5,6109.9,0.267
503072.1,785874.2,2542.1,67.9,0.154,58.1,6206.8,0.288
503072.1,786224.2,2537.3,75.0,0.164,69.3,6303.8,0.306
503072.1,786574.2,2532.8,74.2,0.159,62.2,6400.8,0.321
503072.1,786924.2,2528.6,66.9,0.147,58.5,6497.8,0.332
503072.1,787274.2,2524.8,77.2,0.153,67.1,6594.7,0.339
503072.1,787624.2,2521.3,74.9,0.175,47.9,6691.7,0.341
503072.1,787974.2,2518.2,60.9,0.149,81.2,6788.7,0.339
503072.1,788324.2,2515.3,68.5,0.159,68.0,6805.4,0.331
503072.1,788674.2,2512.7,64.9,0.17,110.1,6803.4,0.319
503072.1,789024.2,2510.4,57.1,0.168,69.4,6801.4,0.304
