Well_ID,Well_Name,Zone_Order,Formation,Lithology_Class,Top_TVDSS_m,Base_TVDSS_m,Gross_Thickness_m,Net_to_Gross_frac,Porosity_frac,Permeability_mD,Water_Saturation_frac,Vshale_frac
KW-0686,Kimbala-0686,5,Shale_C,Shale,2572.5,2610.6,38.1,0.092,0.03,0.7,0.939,0.751
KW-0686,Kimbala-0686,6,Sand_C,ReservoirSand,2610.6,2659.8,49.2,0.381,0.128,3.4,0.704,0.185
KW-0686,Kimbala-0686,7,Shale_D,Shale,2659.8,2703.9,44.1,0.096,0.035,0.4,0.927,0.766
KW-0686,Kimbala-0686,8,Sand_D,ReservoirSand,2703.9,2769.1,65.1,0.543,0.102,7.3,0.534,0.325
KW-0687,Kimbala-0687,1,Shale_A,Shale,2758.6,2779.5,20.9,0.069,0.04,0.7,0.947,0.654
KW-0687,Kimbala-0687,2,Sand_A,ReservoirSand,2779.5,2798.2,18.7,0.454,0.145,21.3,0.566,0.167
KW-0687,Kimbala-0687,3,Shale_B,Shale,2798.2,2825.9,27.7,0.082,0.028,0.8,0.988,0.785
KW-0687,Kimbala-0687,4,Sand_B,ReservoirSand,2825.9,2859.9,34.0,0.412,0.138,37.1,0.593,0.308
KW-0687,Kimbala-0687,5,Shale_C,Shale,2859.9,2889.6,29.7,0.088,0.067,0.4,0.913,0.615
KW-0687,Kimbala-0687,6,Sand_C,ReservoirSand,2889.6,2925.6,36.1,0.468,0.14,5.2,0.408,0.117
KW-0687,Kimbala-0687,7,Shale_D,Shale,2925.6,2965.6,40.0,0.084,0.054,0.8,0.957,0.65
KW-0687,Kimbala-0687,8,Sand_D,ReservoirSand,2965.6,3013.8,48.2,0.387,0.141,9.3,0.595,0.098
KW-0688,Kimbala-0688,1,Shale_A,Shale,2491.7,2528.9,37.2,0.094,0.057,3.1,0.927,0.676
KW-0688,Kimbala-0688,2,Sand_A,ReservoirSand,2528.9,2557.5,28.6,0.261,0.145,20.6,0.44,0.28
KW-0688,Kimbala-0688,3,Shale_B,Shale,2557.5,2598.8,41.3,0.054,0.052,1.7,0.956,0.637
KW-0688,Kimbala-0688,4,Sand_B,ReservoirSand,2598.8,2649.6,50.8,0.555,0.161,35.3,0.503,0.259
KW-0688,Kimbala-0688,5,Shale_C,Shale,2649.6,2699.0,49.3,0.116,0.05,1.0,0.933,0.806
KW-0688,Kimbala-0688,6,Sand_C,ReservoirSand,2699.0,2756.2,57.2,0.421,0.129,21.1,0.356,0.15
KW-0688,Kimbala-0688,7,Shale_D,Shale,2756.2,2818.3,62.1,0.117,0.095,0.9,0.965,0.831
KW-0688,Kimbala-0688,8,Sand_D,ReservoirSand,2818.3,2893.0,74.7,0.461,0.168,22.4,0.535,0.305
KW-0689,Kimbala-0689,1,Shale_A,Shale,2428.0,2452.1,24.1,0.049,0.076,1.0,0.942,0.814
KW-0689,Kimbala-0689,2,Sand_A,ReservoirSand,2452.1,2474.7,22.6,0.498,0.14,44.9,0.565,0.26
KW-0689,Kimbala-0689,3,Shale_B,Shale,2474.7,2505.9,31.1,0.098,0.067,0.5,0.885,0.722
KW-0689,Kimbala-0689,4,Sand_B,ReservoirSand,2505.9,2538.7,32.8,0.517,0.176,20.8,0.73,0.356
KW-0689,Kimbala-0689,5,Shale_C,Shale,2538.7,2567.1,28.4,0.042,0.054,0.7,0.921,0.655
KW-0689,Kimbala-0689,6,Sand_C,ReservoirSand,2567.1,2606.7,39.7,0.59,0.154,74.6,0.484,0.264
KW-0689,Kimbala-0689,7,Shale_D,Shale,2606.7,2651.4,44.7,0.0,0.052,0.8,0.896,0.651
KW-0689,Kimbala-0689,8,Sand_D,ReservoirSand,2651.4,2695.8,44.3,0.674,0.164,90.3,0.676,0.326
KW-0690,Kimbala-0690,1,Shale_A,Shale,2603.4,2634.3,30.9,0.07,0.074,0.5,0.888,0.702
KW-0690,Kimbala-0690,2,Sand_A,ReservoirSand,2634.3,2661.1,26.8,0.29,0.175,118.3,0.311,0.226
KW-0690,Kimbala-0690,3,Shale_B,Shale,2661.1,2701.9,40.8,0.107,0.035,0.9,0.919,0.622
KW-0690,Kimbala-0690,4,Sand_B,ReservoirSand,2701.9,2747.1,45.2,0.466,0.132,86.4,0.489,0.262
KW-0690,Kimbala-0690,5,Shale_C,Shale,2747.1,2786.7,39.6,0.108,0.056,0.5,0.918,0.775
KW-0690,Kimbala-0690,6,Sand_C,ReservoirSand,2786.7,2843.1,56.4,0.517,0.166,51.7,0.215,0.188
KW-0690,Kimbala-0690,7,Shale_D,Shale,2843.1,2904.0,60.9,0.102,0.047,0.7,0.902,0.752
KW-0690,Kimbala-0690,8,Sand_D,ReservoirSand,2904.0,2981.0,77.1,0.495,0.17,46.5,0.399,0.232
KW-0691,Kimbala-0691,1,Shale_A,Shale,2482.3,2506.6,24.3,0.098,0.074,1.3,0.929,0.514
KW-0691,Kimbala-0691,2,Sand_A,ReservoirSand,2506.6,2530.8,24.2,0.469,0.16,48.8,0.458,0.418
KW-0691,Kimbala-0691,3,Shale_B,Shale,2530.8,2570.8,40.0,0.048,0.056,0.9,0.909,0.73
KW-0691,Kimbala-0691,4,Sand_B,ReservoirSand,2570.8,2612.8,42.0,0.426,0.192,25.9,0.543,0.288
KW-0691,Kimbala-0691,5,Shale_C,Shale,2612.8,2649.3,36.5,0.087,0.064,0.5,0.924,0.742
KW-0691,Kimbala-0691,6,Sand_C,ReservoirSand,2649.3,2705.6,56.3,0.385,0.168,42.9,0.439,0.217
KW-0691,Kimbala-0691,7,Shale_D,Shale,2705.6,2759.6,54.0,0.047,0.059,0.9,0.912,0.808
KW-0691,Kimbala-0691,8,Sand_D,ReservoirSand,2759.6,2836.0,76.3,0.366,0.196,129.7,0.492,0.238
KW-0692,Kimbala-0692,1,Shale_A,Shale,2445.1,2492.7,47.6,0.068,0.07,0.8,0.955,0.594
KW-0692,Kimbala-0692,2,Sand_A,ReservoirSand,2492.7,2530.0,37.3,0.466,0.103,5.1,0.587,0.331
KW-0692,Kimbala-0692,3,Shale_B,Shale,2530.0,2586.7,56.7,0.056,0.043,0.3,0.897,0.653
KW-0692,Kimbala-0692,4,Sand_B,ReservoirSand,2586.7,2642.4,55.7,0.394,0.091,19.4,0.504,0.198
KW-0692,Kimbala-0692,5,Shale_C,Shale,2642.4,2696.8,54.4,0.084,0.039,0.9,0.884,0.632
KW-0692,Kimbala-0692,6,Sand_C,ReservoirSand,2696.8,2766.0,69.1,0.366,0.091,10.3,0.666,0.154
KW-0692,Kimbala-0692,7,Shale_D,Shale,2766.0,2844.8,78.8,0.077,0.045,0.8,0.886,0.659
KW-0692,Kimbala-0692,8,Sand_D,ReservoirSand,2844.8,2941.5,96.7,0.449,0.118,4.5,0.65,0.241
KW-0693,Kimbala-0693,1,Shale_A,Shale,2389.7,2429.2,39.5,0.095,0.068,0.8,0.901,0.776
KW-0693,Kimbala-0693,2,Sand_A,ReservoirSand,2429.2,2459.6,30.4,0.374,0.13,88.7,0.535,0.211
KW-0693,Kimbala-0693,3,Shale_B,Shale,2459.6,2508.4,48.8,0.123,0.076,0.2,0.898,0.764
KW-0693,Kimbala-0693,4,Sand_B,ReservoirSand,2508.4,2571.4,62.9,0.463,0.145,252.1,0.391,0.24
KW-0693,Kimbala-0693,5,Shale_C,Shale,2571.4,2626.1,54.7,0.104,0.043,0.5,0.933,0.702
KW-0693,Kimbala-0693,6,Sand_C,ReservoirSand,2626.1,2699.0,72.9,0.573,0.147,268.2,0.505,0.173
KW-0693,Kimbala-0693,7,Shale_D,Shale,2699.0,2770.8,71.8,0.077,0.061,2.7,0.907,0.626
KW-0693,Kimbala-0693,8,Sand_D,ReservoirSand,2770.8,2862.9,92.2,0.728,0.162,166.1,0.411,0.119
KW-0694,Kimbala-0694,1,Shale_A,Shale,2617.4,2653.7,36.3,0.073,0.036,0.6,0.865,0.913
KW-0694,Kimbala-0694,2,Sand_A,ReservoirSand,2653.7,2689.8,36.0,0.415,0.117,14.0,0.528,0.332
KW-0694,Kimbala-0694,3,Shale_B,Shale,2689.8,2743.3,53.6,0.091,0.063,0.5,0.938,0.764
KW-0694,Kimbala-0694,4,Sand_B,ReservoirSand,2743.3,2794.5,51.2,0.439,0.096,7.2,0.714,0.242
KW-0694,Kimbala-0694,5,Shale_C,Shale,2794.5,2849.9,55.4,0.114,0.06,0.7,0.927,0.871
KW-0694,Kimbala-0694,6,Sand_C,ReservoirSand,2849.9,2925.4,75.5,0.371,0.119,20.4,0.573,0.358
KW-0694,Kimbala-0694,7,Shale_D,Shale,2925.4,2995.2,69.8,0.116,0.081,0.8,0.94,0.743
KW-0694,Kimbala-0694,8,Sand_D,ReservoirSand,2995.2,3081.5,86.3,0.421,0.16,15.8,0.557,0.227
KW-0695,Kimbala-0695,1,Shale_A,Shale,2423.1,2444.1,21.0,0.066,0.052,1.9,0.936,0.634
KW-0695,Kimbala-0695,2,Sand_A,ReservoirSand,2444.1,2464.5,20.4,0.46,0.131,12.2,0.603,0.214
KW-0695,Kimbala-0695,3,Shale_B,Shale,2464.5,2493.7,29.2,0.086,0.056,1.3,0.931,0.753
KW-0695,Kimbala-0695,4,Sand_B,ReservoirSand,2493.7,2527.0,33.4,0.464,0.166,22.2,0.533,0.264
KW-0695,Kimbala-0695,5,Shale_C,Shale,2527.0,2557.0,30.0,0.075,0.063,1.3,0.905,0.729
KW-0695,Kimbala-0695,6,Sand_C,ReservoirSand,2557.0,2599.1,42.0,0.437,0.141,25.4,0.649,0.239
KW-0695,Kimbala-0695,7,Shale_D,Shale,2599.1,2641.6,42.5,0.101,0.073,1.0,0.861,0.787
KW-0695,Kimbala-0695,8,Sand_D,ReservoirSand,2641.6,2688.4,46.8,0.514,0.167,23.1,0.608,0.293
KW-0696,Kimbala-0696,1,Shale_A,Shale,2599.9,2636.6,36.7,0.12,0.05,0.5,0.862,0.641
KW-0696,Kimbala-0696,2,Sand_A,ReservoirSand,2636.6,2671.6,35.0,0.475,0.139,77.2,0.477,0.218
KW-0696,Kimbala-0696,3,Shale_B,Shale,2671.6,2720.8,49.2,0.071,0.054,0.4,0.877,0.683
KW-0696,Kimbala-0696,4,Sand_B,ReservoirSand,2720.8,2774.6,53.9,0.39,0.175,151.2,0.39,0.215
KW-0696,Kimbala-0696,5,Shale_C,Shale,2774.6,2831.0,56.4,0.066,0.057,0.8,0.914,0.682
KW-0696,Kimbala-0696,6,Sand_C,ReservoirSand,2831.0,2903.2,72.2,0.545,0.186,96.0,0.375,0.255
KW-0696,Kimbala-0696,7,Shale_D,Shale,2903.2,2977.6,74.4,0.085,0.072,0.8,0.878,0.673
KW-0696,Kimbala-0696,8,Sand_D,ReservoirSand,2977.6,3050.2,72.7,0.472,0.16,129.5,0.276,0.176
KW-0697,Kimbala-0697,1,Shale_A,Shale,2406.9,2448.5,41.6,0.093,0.066,0.9,0.88,0.713
KW-0697,Kimbala-0697,2,Sand_A,ReservoirSand,2448.5,2479.4,30.8,0.469,0.158,84.9,0.659,0.153
KW-0697,Kimbala-0697,3,Shale_B,Shale,2479.4,2526.7,47.3,0.103,0.057,0.6,0.884,0.822
KW-0697,Kimbala-0697,4,Sand_B,ReservoirSand,2526.7,2578.5,51.8,0.562,0.148,183.3,0.584,0.336
KW-0697,Kimbala-0697,5,Shale_C,Shale,2578.5,2633.7,55.2,0.061,0.075,0.3,0.97,0.866
KW-0697,Kimbala-0697,6,Sand_C,ReservoirSand,2633.7,2702.5,68.9,0.37,0.163,112.6,0.575,0.251
KW-0697,Kimbala-0697,7,Shale_D,Shale,2702.5,2781.7,79.2,0.045,0.031,0.5,0.948,0.777
KW-0697,Kimbala-0697,8,Sand_D,ReservoirSand,2781.7,2865.8,84.1,0.484,0.133,89.4,0.46,0.106
KW-0698,Kimbala-0698,1,Shale_A,Shale,2435.7,2470.5,34.8,0.06,0.062,0.8,0.898,0.613
KW-0698,Kimbala-0698,2,Sand_A,ReservoirSand,2470.5,2504.1,33.6,0.588,0.158,22.5,0.463,0.302
KW-0698,Kimbala-0698,3,Shale_B,Shale,2504.1,2548.8,44.6,0.144,0.039,0.3,0.942,0.6
KW-0698,Kimbala-0698,4,Sand_B,ReservoirSand,2548.8,2600.8,52.1,0.301,0.154,12.3,0.515,0.321
KW-0698,Kimbala-0698,5,Shale_C,Shale,2600.8,2651.3,50.5,0.037,0.036,1.3,0.923,0.794
KW-0698,Kimbala-0698,6,Sand_C,ReservoirSand,2651.3,2725.5,74.2,0.305,0.113,31.7,0.55,0.144
KW-0698,Kimbala-0698,7,Shale_D,Shale,2725.5,2792.3,66.8,0.052,0.046,1.2,0.875,0.576
KW-0698,Kimbala-0698,8,Sand_D,ReservoirSand,2792.3,2874.5,82.3,0.419,0.152,14.0,0.569,0.105
KW-0699,Kimbala-0699,1,Shale_A,Shale,2677.3,2698.4,21.1,0.08,0.061,0.6,0.869,0.882
KW-0699,Kimbala-0699,2,Sand_A,ReservoirSand,2698.4,2714.7,16.3,0.405,0.128,9.7,0.763,0.285
KW-0699,Kimbala-0699,3,Shale_B,Shale,2714.7,2741.9,27.2,0.095,0.082,0.6,0.904,0.767
KW-0699,Kimbala-0699,4,Sand_B,ReservoirSand,2741.9,2769.4,27.5,0.176,0.138,33.2,0.575,0.189
KW-0699,Kimbala-0699,5,Shale_C,Shale,2769.4,2801.9,32.5,0.053,0.043,0.8,0.909,0.692
KW-0699,Kimbala-0699,6,Sand_C,ReservoirSand,2801.9,2837.1,35.3,0.124,0.141,6.0,0.791,0.274
KW-0699,Kimbala-0699,7,Shale_D,Shale,2837.1,2874.1,37.0,0.035,0.074,0.4,0.966,0.613
KW-0699,Kimbala-0699,8,Sand_D,ReservoirSand,2874.1,2921.6,47.5,0.271,0.141,5.9,0.625,0.294
KW-0700,Kimbala-0700,1,Shale_A,Shale,2393.3,2420.2,26.9,0.004,0.065,1.0,0.889,0.758
KW-0700,Kimbala-0700,2,Sand_A,ReservoirSand,2420.2,2445.3,25.1,0.387,0.128,12.3,0.67,0.145
KW-0700,Kimbala-0700,3,Shale_B,Shale,2445.3,2482.4,37.1,0.097,0.061,1.4,0.894,0.848
KW-0700,Kimbala-0700,4,Sand_B,ReservoirSand,2482.4,2517.5,35.0,0.457,0.136,39.8,0.608,0.211
KW-0700,Kimbala-0700,5,Shale_C,Shale,2517.5,2561.6,44.1,0.088,0.06,0.6,0.912,0.764
KW-0700,Kimbala-0700,6,Sand_C,ReservoirSand,2561.6,2611.9,50.3,0.572,0.115,18.6,0.64,0.205
KW-0700,Kimbala-0700,7,Shale_D,Shale,2611.9,2669.8,57.9,0.106,0.039,0.8,0.918,0.788
KW-0700,Kimbala-0700,8,Sand_D,ReservoirSand,2669.8,2740.2,70.4,0.446,0.152,67.4,0.769,0.265
KW-0701,Kimbala-0701,1,Shale_A,Shale,2769.1,2794.4,25.3,0.082,0.053,0.9,0.925,0.771
KW-0701,Kimbala-0701,2,Sand_A,ReservoirSand,2794.4,2820.5,26.1,0.23,0.103,8.6,0.704,0.286
KW-0701,Kimbala-0701,3,Shale_B,Shale,2820.5,2854.8,34.2,0.04,0.068,1.7,0.915,0.635
KW-0701,Kimbala-0701,4,Sand_B,ReservoirSand,2854.8,2896.2,41.5,0.264,0.098,14.2,0.631,0.186
KW-0701,Kimbala-0701,5,Shale_C,Shale,2896.2,2938.4,42.2,0.077,0.058,0.9,0.851,0.729
KW-0701,Kimbala-0701,6,Sand_C,ReservoirSand,2938.4,2989.6,51.2,0.078,0.11,29.8,0.615,0.242
KW-0701,Kimbala-0701,7,Shale_D,Shale,2989.6,3036.7,47.1,0.086,0.062,0.7,0.888,0.682
KW-0701,Kimbala-0701,8,Sand_D,ReservoirSand,3036.7,3100.2,63.5,0.19,0.113,20.3,0.564,0.203
KW-0702,Kimbala-0702,1,Shale_A,Shale,2509.2,2543.3,34.1,0.072,0.043,1.0,0.923,0.711
KW-0702,Kimbala-0702,2,Sand_A,ReservoirSand,2543.3,2569.7,26.4,0.589,0.188,70.9,0.649,0.172
KW-0702,Kimbala-0702,3,Shale_B,Shale,2569.7,2609.3,39.6,0.075,0.052,0.7,0.922,0.777
KW-0702,Kimbala-0702,4,Sand_B,ReservoirSand,2609.3,2652.5,43.2,0.493,0.188,184.9,0.475,0.282
KW-0702,Kimbala-0702,5,Shale_C,Shale,2652.5,2701.2,48.8,0.068,0.067,1.6,0.92,0.787
KW-0702,Kimbala-0702,6,Sand_C,ReservoirSand,2701.2,2764.7,63.4,0.642,0.166,39.0,0.552,0.118
KW-0702,Kimbala-0702,7,Shale_D,Shale,2764.7,2827.7,63.0,0.07,0.088,0.9,0.879,0.803
KW-0702,Kimbala-0702,8,Sand_D,ReservoirSand,2827.7,2901.2,73.5,0.341,0.214,65.0,0.557,0.065
KW-0703,Kimbala-0703,1,Shale_A,Shale,2461.1,2504.8,43.7,0.05,0.05,1.1,0.917,0.585
KW-0703,Kimbala-0703,2,Sand_A,ReservoirSand,2504.8,2549.2,44.4,0.442,0.148,46.9,0.478,0.181
KW-0703,Kimbala-0703,3,Shale_B,Shale,2549.2,2617.3,68.1,0.091,0.049,0.8,0.924,0.847
KW-0703,Kimbala-0703,4,Sand_B,ReservoirSand,2617.3,2682.7,65.3,0.388,0.148,46.7,0.518,0.207
KW-0703,Kimbala-0703,5,Shale_C,Shale,2682.7,2754.4,71.7,0.043,0.077,2.6,0.942,0.592
KW-0703,Kimbala-0703,6,Sand_C,ReservoirSand,2754.4,2829.4,75.1,0.295,0.146,23.2,0.678,0.214
KW-0703,Kimbala-0703,7,Shale_D,Shale,2829.4,2927.2,97.7,0.098,0.071,0.5,0.905,0.738
KW-0703,Kimbala-0703,8,Sand_D,ReservoirSand,2927.2,3037.3,110.2,0.348,0.152,23.0,0.657,0.215
KW-0704,Kimbala-0704,1,Shale_A,Shale,2583.7,2628.3,44.6,0.093,0.082,0.5,0.916,0.869
KW-0704,Kimbala-0704,2,Sand_A,ReservoirSand,2628.3,2671.8,43.5,0.71,0.093,21.2,0.57,0.276
KW-0704,Kimbala-0704,3,Shale_B,Shale,2671.8,2731.4,59.6,0.151,0.049,0.5,0.867,0.782
KW-0704,Kimbala-0704,4,Sand_B,ReservoirSand,2731.4,2809.4,78.1,0.569,0.109,2.8,0.543,0.323
KW-0704,Kimbala-0704,5,Shale_C,Shale,2809.4,2877.5,68.1,0.141,0.03,2.6,0.9,0.769
KW-0704,Kimbala-0704,6,Sand_C,ReservoirSand,2877.5,2980.4,102.9,0.521,0.136,2.9,0.729,0.259
KW-0704,Kimbala-0704,7,Shale_D,Shale,2980.4,3057.9,77.5,0.127,0.036,0.4,0.931,0.796
KW-0704,Kimbala-0704,8,Sand_D,ReservoirSand,3057.9,3165.7,107.8,0.632,0.101,12.1,0.599,0.217
KW-0705,Kimbala-0705,1,Shale_A,Shale,2366.6,2399.6,33.0,0.052,0.065,1.9,0.884,0.671
KW-0705,Kimbala-0705,2,Sand_A,ReservoirSand,2399.6,2428.2,28.6,0.505,0.14,4.5,0.599,0.151
KW-0705,Kimbala-0705,3,Shale_B,Shale,2428.2,2472.7,44.5,0.114,0.049,0.4,0.921,0.777
KW-0705,Kimbala-0705,4,Sand_B,ReservoirSand,2472.7,2524.3,51.6,0.452,0.08,2.7,0.67,0.309
KW-0705,Kimbala-0705,5,Shale_C,Shale,2524.3,2576.4,52.1,0.06,0.049,0.5,0.914,0.703
KW-0705,Kimbala-0705,6,Sand_C,ReservoirSand,2576.4,2658.8,82.4,0.523,0.097,3.4,0.588,0.28
KW-0705,Kimbala-0705,7,Shale_D,Shale,2658.8,2727.7,68.9,0.091,0.066,2.6,0.942,0.774
KW-0705,Kimbala-0705,8,Sand_D,ReservoirSand,2727.7,2808.5,80.8,0.44,0.113,18.9,0.697,0.315
KW-0706,Kimbala-0706,1,Shale_A,Shale,2362.5,2374.0,11.5,0.081,0.045,0.4,0.932,0.674
KW-0706,Kimbala-0706,2,Sand_A,ReservoirSand,2374.0,2384.5,10.5,0.634,0.14,8.9,0.513,0.358
KW-0706,Kimbala-0706,3,Shale_B,Shale,2384.5,2400.7,16.2,0.129,0.029,1.0,0.924,0.76
KW-0706,Kimbala-0706,4,Sand_B,ReservoirSand,2400.7,2416.6,15.9,0.539,0.121,36.0,0.543,0.267
KW-0706,Kimbala-0706,5,Shale_C,Shale,2416.6,2433.3,16.7,0.079,0.071,0.9,0.924,0.797
KW-0706,Kimbala-0706,6,Sand_C,ReservoirSand,2433.3,2455.3,22.0,0.608,0.106,16.0,0.681,0.267
KW-0706,Kimbala-0706,7,Shale_D,Shale,2455.3,2476.7,21.4,0.061,0.038,1.0,0.97,0.922
KW-0706,Kimbala-0706,8,Sand_D,ReservoirSand,2476.7,2504.6,28.0,0.499,0.115,29.4,0.695,0.304
KW-0707,Kimbala-0707,1,Shale_A,Shale,2747.2,2779.5,32.3,0.105,0.065,0.8,0.881,0.595
KW-0707,Kimbala-0707,2,Sand_A,ReservoirSand,2779.5,2804.3,24.8,0.17,0.15,19.1,0.864,0.229
KW-0707,Kimbala-0707,3,Shale_B,Shale,2804.3,2835.0,30.7,0.121,0.063,0.6,0.911,0.691
KW-0707,Kimbala-0707,4,Sand_B,ReservoirSand,2835.0,2874.7,39.7,0.419,0.137,8.7,0.766,0.235
KW-0707,Kimbala-0707,5,Shale_C,Shale,2874.7,2918.1,43.4,0.047,0.059,0.5,0.919,0.728
KW-0707,Kimbala-0707,6,Sand_C,ReservoirSand,2918.1,2963.3,45.2,0.364,0.151,14.3,0.739,0.229
KW-0707,Kimbala-0707,7,Shale_D,Shale,2963.3,3015.4,52.1,0.105,0.062,3.2,0.916,0.635
KW-0707,Kimbala-0707,8,Sand_D,ReservoirSand,3015.4,3070.5,55.1,0.524,0.161,27.7,0.816,0.11
KW-0708,Kimbala-0708,1,Shale_A,Shale,2597.6,2633.8,36.2,0.059,0.065,0.7,0.905,0.812
KW-0708,Kimbala-0708,2,Sand_A,ReservoirSand,2633.8,2664.1,30.3,0.557,0.137,36.9,0.507,0.438
KW-0708,Kimbala-0708,3,Shale_B,Shale,2664.1,2710.4,46.3,0.106,0.069,1.1,0.89,0.626
KW-0708,Kimbala-0708,4,Sand_B,ReservoirSand,2710.4,2757.5,47.1,0.289,0.168,96.8,0.509,0.138
KW-0708,Kimbala-0708,5,Shale_C,Shale,2757.5,2806.0,48.5,0.068,0.05,0.3,0.909,0.578
KW-0708,Kimbala-0708,6,Sand_C,ReservoirSand,2806.0,2864.2,58.2,0.415,0.123,222.1,0.524,0.194
KW-0708,Kimbala-0708,7,Shale_D,Shale,2864.2,2921.4,57.2,0.1,0.044,0.7,0.973,0.776
KW-0708,Kimbala-0708,8,Sand_D,ReservoirSand,2921.4,3000.5,79.1,0.489,0.145,70.1,0.539,0.211
KW-0709,Kimbala-0709,1,Shale_A,Shale,2621.0,2653.9,32.9,0.053,0.042,0.4,0.902,0.78
KW-0709,Kimbala-0709,2,Sand_A,ReservoirSand,2653.9,2679.9,26.0,0.241,0.154,15.3,0.567,0.252
KW-0709,Kimbala-0709,3,Shale_B,Shale,2679.9,2720.8,40.8,0.068,0.039,0.4,0.955,0.671
KW-0709,Kimbala-0709,4,Sand_B,ReservoirSand,2720.8,2766.9,46.2,0.45,0.115,12.4,0.645,0.126
KW-0709,Kimbala-0709,5,Shale_C,Shale,2766.9,2809.9,43.0,0.127,0.059,0.2,0.883,0.907
KW-0709,Kimbala-0709,6,Sand_C,ReservoirSand,2809.9,2866.7,56.9,0.406,0.128,22.3,0.678,0.208
KW-0709,Kimbala-0709,7,Shale_D,Shale,2866.7,2924.2,57.4,0.103,0.055,2.2,0.836,0.646
KW-0709,Kimbala-0709,8,Sand_D,ReservoirSand,2924.2,2992.4,68.2,0.409,0.154,27.7,0.714,0.188
KW-0710,Kimbala-0710,1,Shale_A,Shale,2411.5,2448.1,36.6,0.103,0.027,1.0,0.913,0.558
KW-0710,Kimbala-0710,2,Sand_A,ReservoirSand,2448.1,2477.7,29.6,0.343,0.094,23.5,0.475,0.232
KW-0710,Kimbala-0710,3,Shale_B,Shale,2477.7,2526.9,49.2,0.04,0.072,1.3,0.941,0.727
KW-0710,Kimbala-0710,4,Sand_B,ReservoirSand,2526.9,2582.1,55.2,0.383,0.148,32.9,0.632,0.38
KW-0710,Kimbala-0710,5,Shale_C,Shale,2582.1,2639.9,57.7,0.044,0.054,0.5,0.908,0.855
KW-0710,Kimbala-0710,6,Sand_C,ReservoirSand,2639.9,2710.1,70.2,0.336,0.131,26.2,0.594,0.35
KW-0710,Kimbala-0710,7,Shale_D,Shale,2710.1,2771.0,60.9,0.037,0.053,0.8,0.976,0.782
KW-0710,Kimbala-0710,8,Sand_D,ReservoirSand,2771.0,2852.9,82.0,0.396,0.098,50.0,0.649,0.215
KW-0711,Kimbala-0711,1,Shale_A,Shale,2410.2,2439.8,29.6,0.097,0.085,0.5,0.955,0.704
KW-0711,Kimbala-0711,2,Sand_A,ReservoirSand,2439.8,2464.2,24.4,0.527,0.144,43.3,0.56,0.266
KW-0711,Kimbala-0711,3,Shale_B,Shale,2464.2,2507.0,42.8,0.118,0.035,0.3,0.951,0.623
KW-0711,Kimbala-0711,4,Sand_B,ReservoirSand,2507.0,2548.5,41.5,0.553,0.168,63.1,0.662,0.295
KW-0711,Kimbala-0711,5,Shale_C,Shale,2548.5,2595.5,47.0,0.123,0.045,0.9,0.946,0.731
KW-0711,Kimbala-0711,6,Sand_C,ReservoirSand,2595.5,2659.5,64.1,0.573,0.105,33.3,0.601,0.078
KW-0711,Kimbala-0711,7,Shale_D,Shale,2659.5,2716.9,57.4,0.1,0.053,0.6,0.895,0.689
KW-0711,Kimbala-0711,8,Sand_D,ReservoirSand,2716.9,2804.4,87.5,0.578,0.149,19.4,0.578,0.196
KW-0712,Kimbala-0712,1,Shale_A,Shale,2430.0,2467.1,37.1,0.037,0.062,0.2,0.967,0.641
KW-0712,Kimbala-0712,2,Sand_A,ReservoirSand,2467.1,2498.5,31.3,0.389,0.124,10.3,0.558,0.255
KW-0712,Kimbala-0712,3,Shale_B,Shale,2498.5,2546.7,48.2,0.08,0.079,1.5,0.918,0.695
KW-0712,Kimbala-0712,4,Sand_B,ReservoirSand,2546.7,2593.8,47.1,0.403,0.155,7.3,0.816,0.235
KW-0712,Kimbala-0712,5,Shale_C,Shale,2593.8,2650.2,56.4,0.112,0.072,0.4,0.914,0.683
KW-0712,Kimbala-0712,6,Sand_C,ReservoirSand,2650.2,2712.1,61.9,0.363,0.146,12.6,0.733,0.321
KW-0712,Kimbala-0712,7,Shale_D,Shale,2712.1,2780.2,68.1,0.093,0.056,0.2,0.935,0.565
KW-0712,Kimbala-0712,8,Sand_D,ReservoirSand,2780.2,2859.7,79.5,0.31,0.144,8.5,0.787,0.315
KW-0713,Kimbala-0713,1,Shale_A,Shale,2558.8,2581.5,22.7,0.086,0.06,1.0,0.917,0.604
KW-0713,Kimbala-0713,2,Sand_A,ReservoirSand,2581.5,2601.5,20.0,0.313,0.085,10.1,0.711,0.291
KW-0713,Kimbala-0713,3,Shale_B,Shale,2601.5,2634.2,32.7,0.047,0.05,1.5,0.905,0.659
KW-0713,Kimbala-0713,4,Sand_B,ReservoirSand,2634.2,2671.6,37.4,0.392,0.1,3.8,0.887,0.153
KW-0713,Kimbala-0713,5,Shale_C,Shale,2671.6,2703.3,31.7,0.103,0.046,0.8,0.919,0.723
KW-0713,Kimbala-0713,6,Sand_C,ReservoirSand,2703.3,2752.9,49.6,0.445,0.117,3.6,0.702,0.239
KW-0713,Kimbala-0713,7,Shale_D,Shale,2752.9,2801.0,48.0,0.162,0.06,0.8,0.921,0.641
KW-0713,Kimbala-0713,8,Sand_D,ReservoirSand,2801.0,2859.5,58.5,0.544,0.113,3.6,0.753,0.227
